timestamp,src_ip,dst_ip,protocol,packet_size,duration_ms,is_anomaly,threat_type
2026-08-01 00:05:12,192.168.224.110,10.0.103.59,HTTP,2027.2,31.91,1,Phishing
2026-08-01 00:03:30,192.168.50.28,10.0.205.39,HTTPS,540.0,91.77,0,Aucune
2026-08-01 00:14:08,192.168.89.109,10.0.163.181,TCP,405.0,18.66,0,Aucune
2026-08-01 00:24:58,192.168.52.136,10.0.201.179,HTTP,690.0,77.51,0,Aucune
2026-08-01 00:28:48,192.168.89.74,10.0.37.129,HTTP,1422.0,18.76,1,Malware
2026-08-01 00:36:20,192.168.197.244,10.0.87.160,HTTP,40.0,22.5,0,Aucune
2026-08-01 00:00:00,192.168.212.48,10.0.198.80,ICMP,340.0,288.4,0,Aucune
2026-08-01 00:03:42,192.168.214.178,10.0.122.183,TCP,467.0,114.17,0,Aucune
2026-08-01 00:01:52,192.168.29.143,10.0.167.18,UDP,777.0,29.06,0,Aucune
2026-08-01 00:09:25,192.168.128.7,10.0.156.54,UDP,40.0,146.05,0,Aucune
2026-08-01 00:57:00,192.168.123.224,10.0.86.54,TCP,597.0,53.78,0,Aucune
2026-08-01 00:13:25,192.168.186.254,10.0.252.71,HTTP,345.0,5.5,0,Aucune
2026-08-01 00:59:56,192.168.238.7,10.0.161.34,HTTPS,662.0,96.79,0,Aucune
2026-08-01 01:04:21,192.168.212.141,10.0.222.54,TCP,311.0,113.33,0,Aucune
2026-08-01 00:11:48,192.168.146.111,10.0.124.146,HTTPS,166.0,111.59,0,Aucune
2026-08-01 00:17:51,192.168.129.194,10.0.214.118,HTTP,852.0,15.6,0,Aucune
2026-08-01 00:48:00,192.168.225.52,10.0.171.98,UDP,3014.3,16.76,1,Exfiltration
2026-08-01 00:30:15,192.168.200.245,10.0.21.234,TCP,493.0,27.38,0,Aucune
2026-08-01 01:11:10,192.168.36.74,10.0.69.145,TCP,769.0,34.47,0,Aucune
2026-08-01 00:41:00,192.168.75.86,10.0.116.105,TCP,525.0,7.54,0,Aucune
2026-08-01 01:20:36,192.168.97.11,10.0.236.248,UDP,1052.0,91.04,0,Aucune
2026-08-01 00:33:20,192.168.129.251,10.0.53.106,TCP,456.0,10.19,0,Aucune
2026-08-01 00:04:12,192.168.10.39,10.0.10.163,UDP,304.0,41.78,0,Aucune
2026-08-01 02:53:34,192.168.68.55,10.0.32.249,TCP,710.0,1.58,0,Aucune
2026-08-01 00:02:08,192.168.189.250,10.0.108.234,TCP,729.0,5.64,0,Aucune
2026-08-01 00:43:00,192.168.170.103,10.0.41.24,HTTPS,359.0,14.14,0,Aucune
2026-08-01 01:15:50,192.168.221.101,10.0.97.11,TCP,354.0,124.63,0,Aucune
2026-08-01 00:37:07,192.168.46.11,10.0.61.79,HTTP,450.0,103.16,0,Aucune
2026-08-01 01:10:24,192.168.117.207,10.0.197.199,HTTPS,485.0,12.5,0,Aucune
2026-08-01 00:02:13,192.168.9.15,10.0.198.144,HTTP,167.0,9.96,0,Aucune
2026-08-01 00:02:14,192.168.116.6,10.0.136.114,HTTPS,492.0,99.04,0,Aucune
2026-08-01 01:57:00,192.168.16.13,10.0.158.151,TCP,4122.2,2.2,1,Intrusion
2026-08-01 00:56:40,192.168.119.240,10.0.3.92,UDP,746.0,36.72,0,Aucune
2026-08-01 00:36:32,192.168.226.169,10.0.33.157,TCP,667.0,1.0,0,Aucune
2026-08-01 03:04:00,192.168.122.38,10.0.45.243,TCP,495.0,43.47,0,Aucune
2026-08-01 00:04:38,192.168.254.102,10.0.83.132,TCP,388.0,65.89,0,Aucune
2026-08-01 00:23:20,192.168.241.67,10.0.145.189,TCP,181.0,120.59,0,Aucune
2026-08-01 00:32:54,192.168.195.139,10.0.186.249,TCP,627.0,79.97,0,Aucune
2026-08-01 04:46:22,192.168.62.45,10.0.87.10,HTTPS,480.0,25.67,0,Aucune
2026-08-01 02:06:19,192.168.109.73,10.0.106.225,TCP,510.0,24.23,0,Aucune
2026-08-01 02:04:48,192.168.4.4,10.0.53.46,ICMP,519.0,45.47,0,Aucune
2026-08-01 00:50:45,192.168.81.61,10.0.144.215,UDP,200.0,113.86,0,Aucune
2026-08-01 01:39:46,192.168.88.72,10.0.67.141,TCP,473.0,24.81,0,Aucune
2026-08-01 00:02:27,192.168.225.75,10.0.169.8,HTTPS,725.0,19.95,0,Aucune
2026-08-01 00:22:12,192.168.123.206,10.0.37.71,HTTPS,452.0,38.03,0,Aucune
2026-08-01 02:46:23,192.168.204.80,10.0.113.39,ICMP,520.0,107.24,0,Aucune
2026-08-01 01:02:30,192.168.39.97,10.0.39.90,HTTPS,581.0,36.83,0,Aucune
2026-08-01 00:12:35,192.168.47.168,10.0.12.106,HTTPS,627.0,13.64,0,Aucune
2026-08-01 01:31:12,192.168.187.6,10.0.132.234,TCP,491.0,105.63,0,Aucune
2026-08-01 00:17:51,192.168.38.158,10.0.81.99,HTTP,611.0,40.62,0,Aucune
2026-08-01 00:15:24,192.168.12.45,10.0.154.112,TCP,301.0,23.64,0,Aucune
2026-08-01 00:10:20,192.168.210.157,10.0.198.73,HTTPS,530.0,28.3,0,Aucune
2026-08-01 00:13:00,192.168.36.220,10.0.21.195,TCP,603.0,147.15,0,Aucune
2026-08-01 01:34:12,192.168.117.192,10.0.21.217,HTTPS,375.0,3.88,0,Aucune
2026-08-01 01:26:54,192.168.203.163,10.0.250.226,HTTPS,158.0,3.39,0,Aucune
2026-08-01 02:15:09,192.168.202.57,10.0.214.25,UDP,776.0,8.65,0,Aucune
2026-08-01 00:08:00,192.168.232.38,10.0.14.118,HTTP,391.0,91.61,0,Aucune
2026-08-01 00:10:44,192.168.194.80,10.0.125.235,HTTP,675.0,1.59,0,Aucune
2026-08-01 02:36:36,192.168.83.5,10.0.146.184,HTTP,130.0,19.34,0,Aucune
2026-08-01 00:16:18,192.168.240.24,10.0.23.11,UDP,386.0,41.36,0,Aucune
2026-08-01 00:13:40,192.168.216.144,10.0.92.52,TCP,468.0,37.79,0,Aucune
2026-08-01 00:27:30,192.168.23.59,10.0.121.130,UDP,1569.8,2.27,1,Intrusion
2026-08-01 00:44:16,192.168.165.175,10.0.248.187,HTTP,525.0,15.67,0,Aucune
2026-08-01 00:50:06,192.168.71.20,10.0.17.221,UDP,363.0,24.92,0,Aucune
2026-08-01 00:28:00,192.168.44.216,10.0.32.251,HTTPS,306.0,13.86,0,Aucune
2026-08-01 00:56:20,192.168.85.91,10.0.147.160,TCP,490.0,41.01,0,Aucune
2026-08-01 00:59:30,192.168.32.232,10.0.204.157,HTTP,299.0,41.91,0,Aucune
2026-08-01 00:17:06,192.168.118.171,10.0.48.103,HTTP,3402.7,5.58,1,Malware
2026-08-01 01:46:04,192.168.7.71,10.0.177.91,TCP,384.0,84.32,0,Aucune
2026-08-01 01:06:19,192.168.57.21,10.0.153.126,ICMP,717.0,51.58,0,Aucune
2026-08-01 00:05:48,192.168.245.11,10.0.86.11,HTTP,293.0,77.96,0,Aucune
2026-08-01 01:10:00,192.168.145.210,10.0.149.36,HTTPS,394.0,280.43,0,Aucune
2026-08-01 00:17:36,192.168.34.188,10.0.92.181,HTTP,718.0,64.95,0,Aucune
2026-08-01 00:35:24,192.168.107.125,10.0.19.187,HTTPS,477.0,2.05,0,Aucune
2026-08-01 00:50:26,192.168.116.97,10.0.227.65,HTTPS,763.0,53.21,0,Aucune
2026-08-01 00:38:47,192.168.130.236,10.0.17.39,TCP,587.0,90.39,0,Aucune
2026-08-01 00:45:00,192.168.221.86,10.0.41.171,TCP,546.0,26.64,0,Aucune
2026-08-01 00:09:03,192.168.124.110,10.0.13.247,HTTP,40.0,43.31,0,Aucune
2026-08-01 01:34:02,192.168.88.248,10.0.27.65,TCP,843.0,25.26,0,Aucune
2026-08-01 03:15:12,192.168.117.13,10.0.79.201,HTTP,807.0,29.78,0,Aucune
2026-08-01 00:52:08,192.168.7.170,10.0.203.0,HTTP,351.0,23.85,0,Aucune
2026-08-01 01:07:50,192.168.48.240,10.0.119.43,HTTPS,239.0,29.56,0,Aucune
2026-08-01 01:11:18,192.168.147.113,10.0.77.129,HTTP,435.0,2.65,0,Aucune
2026-08-01 00:15:35,192.168.58.68,10.0.160.240,HTTP,409.0,43.93,0,Aucune
2026-08-01 00:59:32,192.168.250.42,10.0.125.225,TCP,191.0,36.88,0,Aucune
2026-08-01 00:12:36,192.168.125.44,10.0.51.79,HTTP,600.0,140.52,0,Aucune
2026-08-01 00:19:00,192.168.246.7,10.0.156.95,UDP,2789.9,51.18,1,Malware
2026-08-01 00:00:00,192.168.71.88,10.0.45.195,TCP,256.0,56.43,0,Aucune
2026-08-01 00:48:00,192.168.68.104,10.0.89.189,HTTP,701.0,76.25,0,Aucune
2026-08-01 03:22:39,192.168.124.101,10.0.237.131,HTTPS,449.0,55.07,0,Aucune
2026-08-01 02:31:58,192.168.82.108,10.0.74.128,TCP,524.0,1.0,0,Aucune
2026-08-01 00:48:45,192.168.148.146,10.0.59.92,TCP,294.0,29.77,0,Aucune
2026-08-01 00:22:52,192.168.217.10,10.0.98.199,UDP,717.0,31.13,0,Aucune
2026-08-01 01:08:57,192.168.197.155,10.0.116.220,UDP,806.0,20.87,0,Aucune
2026-08-01 01:25:48,192.168.43.227,10.0.14.42,HTTPS,2526.6,6.43,1,Exfiltration
2026-08-01 03:45:32,192.168.24.35,10.0.202.50,HTTPS,615.0,3.11,0,Aucune
2026-08-01 00:10:00,192.168.124.195,10.0.239.116,ICMP,302.0,81.23,0,Aucune
2026-08-01 01:33:48,192.168.145.1,10.0.176.76,TCP,279.0,26.68,0,Aucune
2026-08-01 01:54:28,192.168.73.38,10.0.140.158,TCP,379.0,41.89,0,Aucune
2026-08-01 01:04:17,192.168.6.53,10.0.128.171,HTTP,563.0,2.22,0,Aucune
2026-08-01 01:31:48,192.168.117.20,10.0.213.219,UDP,359.0,47.21,0,Aucune
2026-08-01 03:55:45,192.168.207.48,10.0.153.90,TCP,367.0,75.83,0,Aucune
2026-08-01 00:54:56,192.168.201.88,10.0.145.146,TCP,332.0,44.17,0,Aucune
2026-08-01 03:23:33,192.168.118.148,10.0.208.149,HTTP,929.0,1.2,0,Aucune
2026-08-01 01:19:44,192.168.137.200,10.0.77.76,TCP,482.0,220.26,0,Aucune
2026-08-01 00:52:15,192.168.117.124,10.0.166.168,HTTPS,1015.0,58.95,0,Aucune
2026-08-01 00:10:30,192.168.217.101,10.0.41.31,HTTPS,424.0,4.48,0,Aucune
2026-08-01 00:38:41,192.168.122.69,10.0.168.230,ICMP,3213.8,0.53,1,Exfiltration
2026-08-01 00:31:48,192.168.199.49,10.0.66.245,TCP,450.0,10.56,0,Aucune
2026-08-01 00:46:09,192.168.34.97,10.0.214.29,HTTP,192.0,20.29,0,Aucune
2026-08-01 05:45:58,192.168.220.30,10.0.46.248,HTTPS,1954.9,8.14,1,DDoS
2026-08-01 04:39:30,192.168.236.22,10.0.91.114,HTTPS,262.0,8.27,0,Aucune
2026-08-01 01:22:48,192.168.120.29,10.0.148.83,TCP,350.0,70.38,0,Aucune
2026-08-01 02:42:45,192.168.225.252,10.0.141.35,TCP,545.0,18.06,0,Aucune
2026-08-01 00:07:16,192.168.218.248,10.0.200.192,HTTP,330.0,29.64,0,Aucune
2026-08-01 04:33:45,192.168.170.142,10.0.85.59,TCP,179.0,95.33,0,Aucune
2026-08-01 00:11:00,192.168.81.172,10.0.34.157,TCP,613.0,18.17,0,Aucune
2026-08-01 00:18:25,192.168.129.162,10.0.209.205,HTTP,619.0,185.68,0,Aucune
2026-08-01 00:14:48,192.168.53.32,10.0.163.94,TCP,992.0,72.37,0,Aucune
2026-08-01 00:55:45,192.168.24.140,10.0.116.225,TCP,439.0,3.53,0,Aucune
2026-08-01 06:05:52,192.168.187.11,10.0.31.127,UDP,139.0,35.28,0,Aucune
2026-08-01 01:52:30,192.168.92.42,10.0.253.129,TCP,2554.4,10.08,1,Phishing
2026-08-01 01:11:34,192.168.177.252,10.0.158.55,TCP,380.0,9.36,0,Aucune
2026-08-01 00:34:03,192.168.6.79,10.0.143.251,HTTP,151.0,48.12,0,Aucune
2026-08-01 00:26:36,192.168.123.51,10.0.220.51,HTTP,690.0,64.43,0,Aucune
2026-08-01 01:58:19,192.168.226.6,10.0.154.91,TCP,585.0,32.85,0,Aucune
2026-08-01 06:19:30,192.168.182.129,10.0.61.218,HTTP,773.0,43.63,0,Aucune
2026-08-01 01:47:48,192.168.12.212,10.0.217.241,TCP,1359.2,8.65,1,Malware
2026-08-01 01:28:56,192.168.190.148,10.0.51.182,HTTPS,422.0,52.74,0,Aucune
2026-08-01 03:45:14,192.168.41.20,10.0.41.140,TCP,610.0,7.14,0,Aucune
2026-08-01 05:31:30,192.168.129.59,10.0.47.28,HTTP,565.0,14.59,0,Aucune
2026-08-01 01:18:20,192.168.7.186,10.0.213.199,HTTPS,466.0,12.87,0,Aucune
2026-08-01 04:11:44,192.168.68.159,10.0.171.192,HTTP,379.0,1.94,0,Aucune
2026-08-01 03:09:36,192.168.226.151,10.0.16.132,UDP,484.0,35.52,0,Aucune
2026-08-01 09:27:14,192.168.179.142,10.0.210.134,ICMP,377.0,26.56,0,Aucune
2026-08-01 00:07:58,192.168.137.37,10.0.110.223,HTTPS,738.0,36.15,0,Aucune
2026-08-01 00:28:00,192.168.72.193,10.0.206.177,UDP,457.0,160.73,0,Aucune
2026-08-01 00:44:11,192.168.163.139,10.0.90.231,UDP,476.0,6.05,0,Aucune
2026-08-01 01:28:44,192.168.31.123,10.0.225.10,HTTP,334.0,23.58,0,Aucune
2026-08-01 00:20:15,192.168.243.157,10.0.211.212,UDP,4299.5,13.2,1,Malware
2026-08-01 00:32:32,192.168.174.17,10.0.148.140,TCP,574.0,9.96,0,Aucune
2026-08-01 02:47:25,192.168.88.21,10.0.91.28,TCP,819.0,65.09,0,Aucune
2026-08-01 00:08:12,192.168.49.94,10.0.206.242,HTTP,415.0,26.67,0,Aucune
2026-08-01 01:55:16,192.168.117.18,10.0.22.156,HTTP,311.0,4.92,0,Aucune
2026-08-01 01:10:16,192.168.135.105,10.0.185.143,TCP,619.0,106.62,0,Aucune
2026-08-01 04:21:27,192.168.97.234,10.0.216.9,HTTPS,653.0,67.81,0,Aucune
2026-08-01 02:21:40,192.168.111.12,10.0.136.243,HTTPS,4986.6,23.06,1,Intrusion
2026-08-01 00:46:01,192.168.242.222,10.0.246.69,HTTPS,516.0,104.64,0,Aucune
2026-08-01 01:11:24,192.168.19.137,10.0.23.245,HTTP,975.7,4.55,1,Malware
2026-08-01 00:59:02,192.168.16.118,10.0.70.3,HTTP,791.0,35.68,0,Aucune
2026-08-01 00:29:38,192.168.243.131,10.0.119.253,TCP,1002.0,46.08,0,Aucune
2026-08-01 02:07:30,192.168.210.149,10.0.151.108,HTTPS,432.0,68.51,0,Aucune
2026-08-01 03:41:52,192.168.18.175,10.0.172.227,UDP,4007.9,3.41,1,Malware
2026-08-01 05:46:57,192.168.44.160,10.0.144.197,HTTP,384.0,50.55,0,Aucune
2026-08-01 01:04:30,192.168.77.123,10.0.74.102,UDP,876.0,10.2,0,Aucune
2026-08-01 00:00:00,192.168.112.93,10.0.253.117,ICMP,808.0,15.95,0,Aucune
2026-08-01 06:04:00,192.168.169.34,10.0.45.153,UDP,602.0,30.64,0,Aucune
2026-08-01 00:08:42,192.168.230.38,10.0.241.162,HTTP,393.0,28.71,0,Aucune
2026-08-01 00:21:50,192.168.59.107,10.0.187.56,TCP,2880.3,23.9,1,DDoS
2026-08-01 00:39:27,192.168.13.119,10.0.137.79,UDP,745.0,23.2,0,Aucune
2026-08-01 00:39:36,192.168.72.44,10.0.227.183,TCP,525.0,41.28,0,Aucune
2026-08-01 03:14:20,192.168.69.126,10.0.142.209,ICMP,402.0,65.92,0,Aucune
2026-08-01 04:43:44,192.168.148.169,10.0.153.235,HTTPS,608.0,34.11,0,Aucune
2026-08-01 02:49:06,192.168.164.215,10.0.48.146,HTTPS,750.0,18.46,0,Aucune
2026-08-01 00:26:48,192.168.160.177,10.0.116.195,ICMP,335.0,57.56,0,Aucune
2026-08-01 00:31:23,192.168.27.185,10.0.42.168,ICMP,467.0,78.44,0,Aucune
2026-08-01 00:31:30,192.168.97.64,10.0.73.84,TCP,580.0,12.17,0,Aucune
2026-08-01 01:21:18,192.168.166.85,10.0.75.87,TCP,323.0,77.32,0,Aucune
2026-08-01 08:36:48,192.168.242.62,10.0.48.191,HTTP,668.0,39.36,0,Aucune
2026-08-01 00:00:00,192.168.231.212,10.0.78.213,TCP,427.0,8.81,0,Aucune
2026-08-01 01:49:36,192.168.27.25,10.0.112.190,TCP,322.0,21.05,0,Aucune
2026-08-01 03:40:00,192.168.166.179,10.0.22.88,TCP,522.0,25.32,0,Aucune
2026-08-01 00:27:36,192.168.11.73,10.0.7.151,TCP,754.0,16.18,0,Aucune
2026-08-01 00:27:42,192.168.237.103,10.0.209.41,HTTP,358.0,29.67,0,Aucune
2026-08-01 02:09:44,192.168.108.2,10.0.26.113,TCP,505.0,45.58,0,Aucune
2026-08-01 03:01:21,192.168.175.106,10.0.100.3,HTTPS,243.0,80.12,0,Aucune
2026-08-01 00:14:00,192.168.138.45,10.0.118.15,HTTP,498.0,6.53,0,Aucune
2026-08-01 13:39:35,192.168.249.222,10.0.58.246,HTTP,560.0,6.95,0,Aucune
2026-08-01 00:00:00,192.168.147.161,10.0.153.125,TCP,558.0,20.54,0,Aucune
2026-08-01 00:14:09,192.168.59.171,10.0.120.138,HTTP,485.0,115.78,0,Aucune
2026-08-01 00:37:52,192.168.213.130,10.0.75.219,TCP,175.0,5.99,0,Aucune
